date,item,exp,type,integrated_category
2024-03-05,라이트론,이제 다시 돌고 있는 상황이다,효자종목,10_a
2024-03-05,와이즈버즈,훗날을 기약해야될듯,효자종목,100
2024-03-05,와이투솔루션,다시 올라올 채비를 하고 있다,효자종목,12_b
2024-03-05,윈텍,아픈손가락에서 효자로 됨,효자종목,28
2024-03-05,이엠넷,휼륭하게 상한가로 진입,효자종목,16
2024-03-05,켐트로스,만원복귀는 확률이 높을듯,효자종목,3_b
2024-03-05,큐라티스,움직임이 괜찮다,효자종목,10_a
2024-03-05,한국비엔씨,너무나 기쁘다,효자종목,25
2024-03-05,한국철강,슬금슬금 올라가는,효자종목,11_c
2024-03-05,DSC인베스트먼트,또 살 기회를 주는 듯,효자종목,19
2024-03-05,HDC현대EP,굉장히 건전한 조정이다,사위일체,18
2024-03-05,광명전기,"약 2천원이 원바닥수준의 판바닥, 2천원에서 3~4천원 왔다갔다하는 종목, 세력의 평단가가 많이 높아졌다",사위일체,5
2024-03-05,홈센타홀딩스,천원에서 천오백원 사이를 왔다갔다,사위일체,9
2024-03-04,피델릭스,이게 다시 반등하면 2천원을 한번 돌파하지 않을까,저점장대양봉,2_b
2024-03-04,엘컴텍,굉장히 우리한테 좋은 기회를 또 주지 않을까,저점장대양봉,1_z
2024-03-04,윙입푸드,다시 천원 복귀를 노리는듯,저점장대양봉,1_b
2024-03-04,와이즈버즈,오늘 살짝 올라가고 있다,저점장대양봉,12_b
2024-03-04,YBM넷,돌파하길 바람,저점장대양봉,14
2024-03-04,애니플러스,가격의 변동성이 별로 없는 종목,저점장대양봉,100
2024-03-04,광무,3천원 밑으로 떨어지는걸 기다리는게 순리일 것 같다,저점장대양봉,100
2024-03-04,SFA반도체,힘을 못쓰는 상황인듯,저점장대양봉,100
2024-03-04,HEC현대EP,움직이는 상황인듯,저점장대양봉,12_b
2024-03-04,인포마크,상한가를 진입함,저점장대양봉,16
2024-03-04,오하임앤컴퍼니,2500원을 딛고 다시 반등하는 중,저점장대양봉,12_b
2024-03-04,켐트로스,살짝 눌렸다가 다시 가는중,저점장대양봉,12_b
2024-03-04,엠에프엠코리아,우리한테 기회를 주고 있다,저점장대양봉,1_z
2024-03-04,미스터블루,저점이지만 뒷폭탄에 걸릴 가능성이 있다,저점장대양봉,100
2024-03-04,원익큐브,돌고 있는 상황인듯,저점장대양봉,12_b
2024-03-04,메가엠디,다시 기운차리는 중,저점장대양봉,12_b
2024-03-04,유비케어,뒷폭탄을 만들고 있는 상황,저점장대양봉,100
2024-03-04,MDS테크,다중봉 다중턱,저점장대양봉,100
2024-03-04,엔케이맥스,지지가 완전히 무너져서 조심해야한다,저점장대양봉,100
2024-03-04,윈팩,지지가 무너져서 조심해야한다,저점장대양봉,100
2024-03-04,코셈,신규상장주라서 조심하자,저점장대양봉,100
2024-03-04,한성크린텍,다중봉 다중턱,저점장대양봉,100
2024-03-04,아이비김영,교육주가 사니까 같이 살고 있다,저점장대양봉,100
2024-03-04,고영,조심 필요,저점장대양봉,100
2024-03-04,윈텍,무너지면 얼마나 좋을까,저점장대양봉,15_b
2024-03-04,KD,상장폐지만 안되면 이것도 조금 고려해볼만하다 ,저점장대양봉,24
2024-03-04,폴라리스세원,좀 전에 봤고,효자종목,100
2024-03-04,SG글로벌,두세번 이상은 우리한테 기회를 주지 않을까,효자종목,1_a
2024-03-04,데이타솔루션,지금 들어가도 전혀 손색이 없는 그런 종목인듯,효자종목,21
2024-03-04,라이트론,연장이 쭉쭉 가길 바란다,효자종목,15_a
2024-03-04,유일에너테크,"이것도 내일을 기약해야되지 않나, 지금 진입하는 것은 땅짚고 헤엄치는 거 아닌가",효자종목,21
2024-03-04,DSC인베스트먼트,지금 도지를 만들고 있다,효자종목,8
2024-03-04,GS글로벌,정말 다행이다,효자종목,25
2024-03-04,비엘,상장폐지만 되지 않으면 3천원권으로 갈수있는 여력이 많은듯,효자종목,1_b
2024-03-04,에스텍파마,고점도지로 보기엔 무리가 있다,효자종목,8
2024-03-04,한국비엔씨,올라가길 바란다,효자종목,14
2024-03-04,오리엔탈정공,싸게 살 수 있는 기회를 계속 주지 않을까,사위일체,19
2024-03-04,아미노로직스,오늘도 싸게 살 수 있는 기회를 우리한테 주지 않을까,사위일체,19
2024-03-04,폴라리스세원,쭉쭉 올라갈 가능성이 많은 걸로 보인다,사위일체,3_b
2024-02-29,대성창투,2250원을 한번 시도할 듯,저점장대양봉,2_b
2024-02-29,원익IPS,32500원을 넘으면 다중봉 다중턱,저점장대양봉,31
2024-02-29,인지디스플레,2천원 밑으로 빠지는거 기다리는게 나을듯,저점장대양봉,100
2024-02-29,상보,내려오는 김에 1700원 수준까지 내려오는게 나을듯,저점장대양봉,100
2024-02-29,원익큐브,2750원 터치를 하려고 하지 않을까 ,저점장대양봉,1_b
2024-02-29,워트,신규상장주,저점장대양봉,26_z
2024-02-29,캡스톤파트너스,신규상장주라는 거 말고는 움직임이 괜찮지 않을까,저점장대양봉,26_a
2024-02-29,대한해운,기다리는게 더 좋을 것 같다,저점장대양봉,100
2024-02-29,국전약품,7500원 터치를 하지 않을까,저점장대양봉,1_b
2024-02-29,THE E&M,세력의 평단가가 상당히 높아져서 이제는 배짱싸움인 듯,저점장대양봉,5
2024-02-29,하이드로리튬,5천원이 무너지면 어디까지 떨어질지 모른다,저점장대양봉,100
2024-02-29,한화투자증권,왔다갔다하는 것 같다,저점장대양봉,9
2024-02-29,아센디오,세력과 같이 들어가서 세력보다 먼저 나와야한다,저점장대양봉,100
2024-02-29,컴퍼니케이,무너졌으면 좋겠다,저점장대양봉,15_b
2024-02-29,스톤브릿지벤처스,무너졌으면 좋겠다 ,저점장대양봉,15_b
2024-02-29,컴퍼니케이,조금 안타깝다,효자종목,100
2024-02-29,폴라리스세원,2500원을 넘어서 그 이상을 가지 않을까,효자종목,1_b
2024-02-29,퓨쳐켐,11000원을 한번 강하게 갈 듯,효자종목,2_c
2024-02-29,한국비엔씨,이것도 계속 사랑을 해야겠다,효자종목,1_d
2024-02-29,캐리소프트,이것도 가지 않을까,효자종목,1_d
2024-02-29,에이엔피,선사하지 않을까,효자종목,1_d
2024-02-29,YBM넷,7천원 복귀를 노리지 않을까,효자종목,1_b
2024-02-29,그래디언트,길게 보면 2만원 ~ 22500원에 도전할 가능성이 많다,효자종목,3_b
2024-02-29,리튬포어스,분할매수만 우리의 살길이다 먹또먹을 많이 선사할 것 같다,효자종목,9
2024-02-29,세종메디칼,우리한테 먹또먹을 선사할 종목으로 태세를 바꾸는 것 같다,효자종목,9
2024-02-29,아주IB투자,3천원 복귀를 노리지 않을까,효자종목,1_b
2024-02-29,아미노로직스,2천원 돌파하면서 그 위로 올라갈 가능성이 많다,효자종목,3_b
2024-02-29,아이스크림에듀,우리한테 먹또먹 선사,효자종목,9
2024-02-29,오리엔탈정공,턴어라운드 시도,효자종목,12_a
2024-02-29,GS글로벌,상한가를 노리는 태세로 움직이고 있다,효자종목,16
2024-02-29,쇼박스,조금 더 사랑을 줘야할듯,사위일체,1_c
2024-02-29,에스텍파마,갈 수 밖에 없다,사위일체,6_a
2024-02-29,NHN벅스,조금 내려가는 김에 더 내려가는게 낫지 않을까,사위일체,100
2024-02-28,하인크코리아,2천원 넘으면 다중봉 다중턱이 기다리고 있음,저점장대양봉,31
2024-02-28,대창,이제는 살짝 조심해야되지 않나,저점장대양봉,100
2024-02-28,선익시스템,조심해야한다,저점장대양봉,100
2024-02-28,남선알미늄,2천원 무너지면 1750원으로 흐를수도 있다,저점장대양봉,100
2024-02-28,링네트,"오랜만에 슈팅이 나왔다, 7천원 넘으면 조심해야되는 상황 발생 그러나 한두번은 더 기회를 주지 않을까",저점장대양봉,1_a
2024-02-28,화천기계,오천원만 넘으면 조심하자,저점장대양봉,31
2024-02-28,HD현대인프라코어,어정쩡하게 중턱에 걸려있다,저점장대양봉,100
2024-02-28,코닉오토메이션,앞으로 두세번의 기회를 주지 않을까,저점장대양봉,1_a
2024-02-28,NHN KCP,우리한테 기회를 계속 한두번을 더 줄 것 같아,저점장대양봉,1_a
2024-02-28,현대로템,삼만오천원 넘으면 다중봉 다중턱,저점장대양봉,31
2024-02-28,캡스톤파트너스,움직임이 괜찮은 것 같다 신규상장주라는 거 말고는,저점장대양봉,26_a
2024-02-28,쇼박스,이제는 한두번은 기회를 우리한테 만들어주지 않을까,저점장대양봉,1_a
2024-02-28,필옵틱스,다시 긴꼬리,저점장대양봉,22
2024-02-28,동일고무벨트,만천원 넘으면 다중봉 다중턱,저점장대양봉,31
2024-02-28,THE E&M,너무많이 하락했다,저점장대양봉,30
2024-02-28,테라젠이텍스,앞으로 오천원에 도전하지 않을까,효자종목,1_b
2024-02-28,티에이치엔,우리한테 먹또먹선사할 가능성이 있다,효자종목,3_a
2024-02-28,한국비엔씨,점점 돌지 않을까,효자종목,12_a
2024-02-28,와이즈버즈,1800원을 갔으면 좋겠다,효자종목,14
2024-02-28,코닉오토메이션,전반적으로 턴어라운드 추세이다,효자종목,10_b
2024-02-28,큐라클,슬슬 움직일 가능성이 많다,효자종목,3_b
2024-02-28,NHN벅스,앞으로 몇번은 우리한테 기회를 주지 않을까,효자종목,1_a
2024-02-28,에스텍파마,슬슬 움직일 가능성이 많다,효자종목,3_b
2024-02-28,서울옥션,슬슬 다시 움직이고 있다,효자종목,11_c
2024-02-28,셀바이오휴먼텍,신규상장주라는거 말고는 움직임 괜찮음,효자종목,26_a
2024-02-28,대봉엘에스,만원을 넘어서 가지 않을까,효자종목,1_b
2024-02-28,덴티스,이런건 긴꼬리를 달면서 무너지는건 어떨까,효자종목,22
2024-02-28,리튬포어스,7500원을 돌파하면서 만원이상 가기를 바란다,효자종목,14
2024-02-28,비피도,한번은 육천원을 강하게 돌파하지 않을까,효자종목,2_c
2024-02-28,세코닉스,안타깝게 못떨었다 ,효자종목,100
2024-02-28,국전약품,계속해서 먹또먹을 선사할듯,사위일체,9
2024-02-28,인산가,아름다운 조정이 아닐까,사위일체,18
2024-02-28,KX하이텍,계속 먹또먹 선사할듯,사위일체,9
2024-02-27,한화오션,굉장히 무거운 종목,저점장대양봉,100
2024-02-27,동국산업,음봉에 긴꼬리,저점장대양봉,22
2024-02-27,화천기계,5천원 넘으면 다중봉다중턱,저점장대양봉,31
2024-02-27,로보티즈,조금 무거운 종목,저점장대양봉,100
2024-02-27,하이딥,무너지면 1000원 까지 갈 수도,저점장대양봉,100
2024-02-27,린드먼아시아,긴꼬리,저점장대양봉,22
2024-02-27,와이즈버즈,1800원 수준에 도전하지 않을까,저점장대양봉,1_b
2024-02-27,메드팩토,조심하는게 좋지 않나,저점장대양봉,100
2024-02-27,하인크코리아,2천원 넘으면 다중봉 다중턱,저점장대양봉,31
2024-02-27,고영,뒷폭탄에 걸릴수도있음,저점장대양봉,100
2024-02-27,이미지스,뒷폭탄에 걸릴수도있음,저점장대양봉,100
2024-02-27,DRB동일,막판에 싹 무너지면 얼마나 좋을까,저점장대양봉,15_b
2024-02-27,동일고무벨트,무너지면 좋을듯,저점장대양봉,15_b
2024-02-27,엑서지21,역사적신저가,저점장대양봉,100
2024-02-27,DGP,상한가,저점장대양봉,16
2024-02-27,FSN,4천원을 넘어 5천원을 향해서 가야되는 구조가 형성된 듯,효자종목,1_b
2024-02-27,동일고무벨트,이쁘기 그지 없다,효자종목,25
2024-02-27,모헨즈,싸게 살 수 있는 기회를 주는 것 같다,효자종목,19
2024-02-27,신풍,1250원 이상을 가기를 바란다,효자종목,14
2024-02-27,EDGC,다시 반등을 했으면 하는 마음,효자종목,14
2024-02-27,KX하이텍,바닥이 확실한데서 긴꼬리는 반가운 소식이다,효자종목,22
2024-02-27,국순당,갈듯갈듯하면서 칠천원을 강하게돌파해야하는데 실패했다,효자종목,100
2024-02-27,국전약품,7500원을 강하게 돌파할 태세를 갖추고 있다,효자종목,2_c
2024-02-27,인산가,"아픈손가락, 앞으로 1/2차가 남아있는 것 같다",효자종목,100
2024-02-27,피제이전자,너무 반갑다,효자종목,25
2024-02-27,협진,"바닥에서 예쁘게 먹또먹을 선사하는 종목이 되지 않을까, 1500원 가까이 가면 조심해야할듯",효자종목,9
2024-02-27,대성창투,슬슬 반등의 기미를 차리고 있다,효자종목,11_c
2024-02-27,웹스,더이상 못난이 역할이 아닌 쭉쭉쭉 올라갔으면 좋겠다,효자종목,15_a
2024-02-27,기가레인,이정도 수준이면 우리한테 싸게 살 수 있는 기회를 주는 거 아닌가,사위일체,19
2024-02-27,NEW,"이것도 굉장히 싸게 살 수 있는 기회를 우리한테 주는 거 아닌가, 곧 우리한테 좋은 소식을 주지 않을까, 신규진입은 땅짚고 헤엄치기 아닌가",사위일체,2_z
2024-02-27,제주맥주,우리한테 싸게 살 수 있는 기회를 주면 좋을 것 같다,사위일체,19
2024-02-26,에이비엘바이오,다중봉 다중턱,저점장대양봉,100
2024-02-26,이수스페셜티케미칼,조심해야되지 않나,저점장대양봉,100
2024-02-26,KBG,만이천원터치를 한번이라도 하지 않을까,저점장대양봉,2_a
2024-02-26,진흥기업,상장폐지만 안되면 버티지 않을까,저점장대양봉,6_a
2024-02-26,메드팩토,갭이 있다,저점장대양봉,100
2024-02-26,포바이포,다시 반등하고 있는데 이만원 넘으면 다중봉 다중턱,저점장대양봉,31
2024-02-26,현대로템,쉽지 않은 싸움,저점장대양봉,100
2024-02-26,레몬,4천원 수준까지 우리한테 기쁨을 줬으면 한다,저점장대양봉,25
2024-02-26,웰바이오텍,1500원 수준으로 움직일 가능성이 많다,저점장대양봉,3_b
2024-02-26,이오플로우,앞과 위가 흉흉하다,저점장대양봉,100
2024-02-26,HD현대인프라코어,조금 힘들 것 같다,저점장대양봉,100
2024-02-26,에이스테크,앞폭탄 맞고 떨어졌다가 다시 움직이는듯,저점장대양봉,12_b
2024-02-26,필에너지,신규상장주라는 거 말고 움직임이 괜찮은듯,저점장대양봉,26_a
2024-02-26,한농화성,2만원 넘으면 다중봉 다중턱,저점장대양봉,31
2024-02-26,코오롱모빌리티,아름다움을 보여주고 있다,저점장대양봉,10_a
2024-02-26,아센디오,하락폭을 키우는 중,저점장대양봉,100
2024-02-26,자이글,상한가를 기록하고 있다,저점장대양봉,16
2024-02-26,테라사이언스,2천원 수준까지는 움직임이 있지 않을까,저점장대양봉,1_b
2024-02-26,테라사이언스,2천원 수준까지는 갈 가능성이 있지 않나,효자종목,3_a
2024-02-26,라이프시맨틱스,전반적인 추세는 변하지 않은듯,효자종목,6_b
2024-02-26,이엠넷,긴꼬리를 달았다,효자종목,22
2024-02-26,금호전기,스스로 무너지는 회사같다,효자종목,100
2024-02-26,대정화금,움직이지않을까,효자종목,12_b
2024-02-26,디스플레이텍,우리한테 앞으로 두세번 이상의 기회를 주지 않을까,효자종목,1_a
2024-02-26,엔피,5천원 향해서 갈 종목,효자종목,1_b
2024-02-26,NEW,앞으로 좀 돌았으면 좋겠다,효자종목,14
2024-02-26,레몬,땅짚고 헤엄치기,효자종목,21
2024-02-26,쇼박스,움직일 것 같다,효자종목,12_b
2024-02-26,NHN KCP,신규진입하려면 많은 거래량으로 거래할때 쫓아들어가야되지 않나,효자종목,100
2024-02-26,탑코미디어,어림도 없다,효자종목,100
2024-02-26,iMBC,이상한 종목,효자종목,100
2024-02-26,퓨쳐켐,또 반등하면 11000원 수준까지 무난하지 않을까,효자종목,1_b
2024-02-26,화천기계,오천원 넘으면 다중봉 다중턱,효자종목,31
2024-02-26,KBG,다시 가지 않을까,효자종목,12_b
2024-02-26,이수화학,좀 조심해야겠다,효자종목,100
2024-02-26,제주맥주,빨리가서 2천원을 얼른 돌파했으면 좋겠다,효자종목,14
2024-02-26,지니틱스,앞으로도 몇번은 계속해서 기회를 줄 것 같다,사위일체,1_a
2024-02-26,신진에스엠,아름다운 조정이다. 조금 자신감을 가지고 대응하면 좋을 것 같다,사위일체,18
2024-02-26,한국비엔씨,몇달이 지나도록 별로 움직임이 없는 듯 ,사위일체,21
2024-02-23,디아이,9천원 넘으면 다중봉 다중턱,저점장대양봉,31
2024-02-23,엘브이엠씨홀딩스,다중봉 다중턱,저점장대양봉,100
2024-02-23,화천기계,오천원 돌파를 시도하지 않을까,저점장대양봉,2_b
2024-02-23,한국비엔씨,너무 많이 내려갔다,저점장대양봉,30
2024-02-23,에이비엘바이오,이만 오천원 넘으면 다중봉 다중턱,저점장대양봉,31
2024-02-23,스코넥,좀 조심하자,저점장대양봉,100
2024-02-23,멕아이씨에스,다시 움직일 가능성이 많다,저점장대양봉,3_b
2024-02-23,비트컴퓨터,다중봉 다중턱,저점장대양봉,100
2024-02-23,알서포트,조심해야한다,저점장대양봉,100
2024-02-23,한화손해보험,많이 오르지도 않았다,저점장대양봉,100
2024-02-23,코아시아,만원 넘으면 다중봉 다중턱,저점장대양봉,31
2024-02-23,메가터치,신규상장주,저점장대양봉,26_z
2024-02-23,NHN KCP,돌파하는 거 잘 보고 들어가자,저점장대양봉,27
2024-02-23,메드팩토,이제는 조심해야될 때가 가까워진듯,저점장대양봉,100
2024-02-23,셀바이오휴먼텍,신규상장주라는 거 말고는 움직임 괜찮음,저점장대양봉,26_a
2024-02-23,하이딥,조심해야한다,저점장대양봉,100
2024-02-23,하인크코리아,긴꼬리 달고 있다 조심해야한다,저점장대양봉,100
2024-02-23,고영,앞폭탄수준의 다중봉 다중턱이 기다리고 있다,저점장대양봉,100
2024-02-23,유비케어,7500원 넘으면 다중봉 다중턱,저점장대양봉,31
2024-02-23,MDS테크,2250원 넘으면 기다리는 형님이 너무 많다,저점장대양봉,31
2024-02-23,테라사이언스,상한가를 가는 형태인 듯,저점장대양봉,16
2024-02-23,아센디오,내일도 움직임이 괜찮을듯,저점장대양봉,1_c
2024-02-23,엔피,끝까지 하면 좋은 결과가 있지 않을까,효자종목,6_c
2024-02-23,신화인터텍,우리한테 싸게 살 기회를 주지 않나,효자종목,19
2024-02-23,멕아이씨에스,전반적으로 오천원 이상을 다시 노리지 않을까,효자종목,2_b
2024-02-23,삼성제약,시간이 점점 가까워지지 않았나,효자종목,1_z
2024-02-23,맥스트,만원 돌파를 노리지 않을까,효자종목,2_b
2024-02-23,한화갤러리아,생선의 머리까지 다 먹을 수 없다 여기에서 양보를 하자,효자종목,100
2024-02-23,코오롱모빌리티그룹,거의 비슷한 수준,효자종목,100
2024-02-23,아센디오,못난 내 종목 갈때는 한번에 간다,효자종목,17
2024-02-23,유비케어,상승하고 있다,효자종목,12_b
2024-02-23,지엔씨에너지,안타깝게도 1차 원매수는 못털었음,효자종목,100
2024-02-23,디아이,9천원 넘으면 다중봉 다중턱,효자종목,31
2024-02-23,라이프시맨틱스,상장폐지 되기전에 돌 수 밖에 없는 상황으로 된 듯,효자종목,6_a
2024-02-23,협진,앞으로 두세번 기회 더 줄듯,효자종목,1_a
2024-02-23,신진에스엠,완전히 바닥권,효자종목,21
2024-02-23,제이씨현시스템,효자종목이다,효자종목,28
2024-02-23,삼익악기,"거래량이 그렇게 없는 종목, 썩 좋은 나쁜 선택은 아니다",사위일체,100
2024-02-23,제주맥주,사람들의 마음을 아프게 하고 있다,사위일체,100
2024-02-23,KX하이텍,거래량이 굉장히 많이 붙어야 올라갈 수 있는 그런 종목 아닌가,사위일체,100
2024-02-22,KX하이텍,1400원 넘으면 첩첩산중,저점장대양봉,31
2024-02-22,에스넷,6천원 넘으면 다중봉 다중턱,저점장대양봉,31
2024-02-22,3S,앞폭탄 맞고 떨어지면 내려오는 중이다,저점장대양봉,100
2024-02-22,디젠스,"지금 다시 올라오고 있다 , 관심 필요",저점장대양봉,24
2024-02-22,프로이천,다시 반등을 노리고 있다,저점장대양봉,12_a
2024-02-22,조일알미늄,다시 반등 모색,저점장대양봉,12_a
2024-02-22,디아이,구천원 넘으면 다중봉 다중턱,저점장대양봉,31
2024-02-22,우진엔텍,신규상장주라서 마음에 많이 걸림,저점장대양봉,26_z
2024-02-22,코아시아,9천원 넘으면 다중봉 다중턱,저점장대양봉,31
2024-02-22,대창,초전도체 관련주로는 약빨이 다하지 않았나,저점장대양봉,100
2024-02-22,이노뎁,한두번은 우리한테 기회를 줄 것 같다,저점장대양봉,1_a
2024-02-22,SFA반도체,5천원 수준으로 내려오는걸 기다리는게 낫지 않나,저점장대양봉,100
2024-02-22,하이딥,지지가 무너지면 천원까지 갈 수 있다,저점장대양봉,100
2024-02-22,가온그룹,9천원 만원에 한번 도전하지 않을까,저점장대양봉,1_b
2024-02-22,윈팩,1900원 넘으면 다중봉 다중턱,저점장대양봉,31
2024-02-22,덕성,초전도체의 끝물이어서 하락세,저점장대양봉,100
2024-02-22,키네마스터,월봉을 보면 너무 많이 내려왔다,저점장대양봉,30
2024-02-22,네패스아크,좀 조심필요,저점장대양봉,100
2024-02-22,MDS테크,2250원 넘으면 첩첩 산중,저점장대양봉,31
2024-02-22,앤씨앤,바닥에서 돌고 있어서 무너지면 얼마나 좋을까,저점장대양봉,15_b
2024-02-22,아센디오,무너지면 얼마나 좋을까,저점장대양봉,15_b
2024-02-22,그린플러스,"많은 공부가 됐을 것 같다, 기대하는게 좋지 않나",효자종목,4_a
2024-02-22,소프트센,거래량으로는 대장이지 않을까,효자종목,100
2024-02-22,리더스 기술투자,완전히 역사적 신저가까지 쓰고 돌고 있는 상황이다,효자종목,100
2024-02-22,시그네틱스,"더 내려오는게 좋지 않나, 조심해야되지 않나",효자종목,100
2024-02-22,오이솔루션,추세에 지장이 없다,효자종목,6_b
2024-02-22,협진,1500원 가까이 가면 조심해야되지 않나,효자종목,100
2024-02-22,코아시아,자꾸 걸림돌이 생긴다,효자종목,100
2024-02-22,광전자,3천원이상을 다시 노리지 않을까,효자종목,1_b
2024-02-22,피델릭스,다시 돌파를 위해서 힘을 쓰지 않을까,효자종목,2_b
2024-02-22,아센디오,"분할매수가 얼마나 중요한지 확인하는 자리가 되었다, 무너지면 얼마나 좋을까",효자종목,15_b
2024-02-22,아이비김영,긴꼬리가 오히려 반가운 상황이 되었다,효자종목,22
2024-02-22,엔피디,무너지면 얼마나 감사할까,효자종목,15_b
2024-02-22,에이치와이티씨,신규상장주라는 거 말고 움직임이 좋다,효자종목,26_a
2024-02-22,멕아이씨에스,반갑다,효자종목,25
2024-02-22,신화인터텍,계속 슈팅이 나온다,효자종목,25
2024-02-22,소니드,4천원 수준까지는 무난하지 않을까,사위일체,1_b
2024-02-22,네패스,대세에 지장이 없다,사위일체,6_b
2024-02-22,에이치피오,더 내려가면 더 싸게 살 수 있는 기회를 주지 않을까 ,사위일체,19
2024-02-21,유진테크놀로지,조심필요,저점장대양봉,100
2024-02-21,아센디오,아마 다시 1250원을 돌파하면서 가지 않을까,저점장대양봉,2_b
2024-02-21,한농화성,2만원 넘으면 다중봉 다중턱,저점장대양봉,31
2024-02-21,두산에너빌리티,너무 무겁다,저점장대양봉,100
2024-02-21,메드팩토,다시 간다,저점장대양봉,12_b
2024-02-21,동국산업,조심해야되지 않나,저점장대양봉,100
2024-02-21,와이씨켐,조심해야된다,저점장대양봉,100
2024-02-21,코웰패션,앞과 위가 흉흉,저점장대양봉,100
2024-02-21,에이팩트,다중봉 다중턱,저점장대양봉,100
2024-02-21,코아시아,9천원 넘으면 첩첩산중,저점장대양봉,31
2024-02-21,비트컴퓨터,9천원 넘으면 첩첩산중,저점장대양봉,31
2024-02-21,우리기술투자,조심필요,저점장대양봉,100
2024-02-21,덕성,8프로정도 폭락중,저점장대양봉,100
2024-02-21,코오롱모빌리티그룹,한두번은 우리한테 기회를 주지 않을까,저점장대양봉,1_a
2024-02-21,네패스아크,무너지면 얼마나 좋을 까,저점장대양봉,15_b
2024-02-21,네오팩트,무너지면 얼마나 좋을까,저점장대양봉,15_b
2024-02-21,하인크코리아,조심하는게 어떤지,저점장대양봉,100
2024-02-21,솔본,오히려 싸게살 기회를 주면서 5000원을 대돌파하면서 6천원을 향해서 슬슬 가지 않을까,효자종목,1_b
2024-02-21,신신제약,긴꼬리 만들고 있다,효자종목,22
2024-02-21,캐리소프트,다시 7천원 8천원 가는건 시간상의 문제다,효자종목,6_c
2024-02-21,시그네틱스,2천원 이상 돌파를 하면 활기차게 시도하지 않을까,효자종목,2_b
2024-02-21,탑코미디어,시간상의 문제지 4천원 돌파를 위해 시도할 듯,효자종목,6_c
2024-02-21,뉴트리,조금 더 기운을 내서 점점 올라가지 않을까,효자종목,11_c
2024-02-21,네패스아크,"조금 더 가지 않을까, 확 무너지면 얼마나 좋을까",효자종목,15_b
2024-02-21,대정화금,긴꼬리를 달고 있다,효자종목,22
2024-02-21,브릿지바이오테라퓨틱스,상장폐지만 안되면 다시 오천원을 넘어서 육~칠천원을 갈수밖에 없다,효자종목,6_a
2024-02-21,LB세미콘,다시 반등의 기틀을 마련하지 않았나,효자종목,12_a
2024-02-21,SV인베스트먼트,전반적인 추세에는 지장이 없다,효자종목,6_b
2024-02-21,나노엔텍,이것도 우리한테 싸게 살 수 있는 기회를 주는 것 같다,효자종목,19
2024-02-21,에이치와이티씨,우리가 더 사랑을해줘야할 것 같다,효자종목,1_d
2024-02-21,에이치피오,"거의 칠천원이 바닥수준이다, 지금물려도 분할매수로 대응하면 된다",효자종목,21
2024-02-21,아우딘퓨쳐스,3천원 다시 가면 좋겠다,효자종목,14
2024-02-21,필옵틱스,좋은 상승이다,효자종목,10_a
2024-02-21,협진,잘 계속 갔으면 좋겠다,효자종목,14
